Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/StorageTier,Snapshots/OwnerAlias,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-07ba42b609286ccdc,2022-02-14T00:16:03.380Z,completed,vol-02ef90b512129ae64,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,Name,sonarqube,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,CreatedBy,terraform
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0769ca21c5bdfcf2d,2022-02-13T00:17:45.572Z,completed,vol-02ef90b512129ae64,30,standard,,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst
,false,086685601027,100%,snap-0e0e7fc8486f26a33,2022-01-24T22:57:57.691Z,completed,vol-0b5904e0a9a0a9fa4,300,standard,,CreatedBy,terraform,spotinst:accountId,act-bf1b8e33,Name,jenkins-master-test,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:id,sig-51412910,spotinst:aws:ec2:group:createdBy,spotinst,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09fce8f480a4d8c1c,2022-01-12T00:11:48.276Z,completed,vol-064d6ea3d5622196d,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-03f11d125e54e0172,2022-01-11T00:19:33.514Z,completed,vol-064d6ea3d5622196d,30,standard,,Snapshot,true,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,dlm:managed,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0d402e14ca41ac0af,2022-01-10T00:24:17.665Z,completed,vol-064d6ea3d5622196d,30,standard,,Snapshot,true,MaintainedBY,DevOps,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,Name,jenkins-master-test,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b12c6d35bc8e865f,2022-01-09T00:18:39.348Z,completed,vol-064d6ea3d5622196d,30,standard,,Snapshot,true,dlm:managed,true,Name,jenkins-master-test,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a160fae91d6a057d,2022-01-08T00:25:17.512Z,completed,vol-064d6ea3d5622196d,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,jenkins-master-test,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,MaintainedBY,DevOps,SnapshotCreator,DLM,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-071b88cdc8b0906a7,2021-12-20T00:21:31.790Z,completed,vol-0d5f4f01e14ce6909,30,standard,,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0982e8f4c08c544da,2021-12-19T00:15:36.479Z,completed,vol-0d5f4f01e14ce6909,30,standard,,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,CreatedBy,terraform,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps
created by script,false,086685601027,100%,snap-05e9e05fabf3f4205,2021-12-14T09:33:00.204Z,completed,vol-0df2bdf377263b6dd,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-051916399d4e2bbc4,2021-12-14T09:30:29.522Z,completed,vol-0df2bdf377263b6dd,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-0ee78aed9e3829c05,2021-12-14T09:20:17.908Z,completed,vol-0df2bdf377263b6dd,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-03c31b7948cc163fd,2021-12-09T13:15:40.516Z,completed,vol-0df2bdf377263b6dd,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-0469525c76ba068aa,2021-12-07T09:50:45.926Z,completed,vol-0df2bdf377263b6dd,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-06baf4dd721536a09,2021-12-07T09:40:37.147Z,completed,vol-0df2bdf377263b6dd,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-061f03a2ccdf182d7,2021-12-03T18:26:49.701Z,completed,vol-0b24510098197c84a,300,standard,,Name,jenkins-master-test,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-0bbc15e1f5af7a405,2021-12-03T14:26:49.759Z,completed,vol-0b24510098197c84a,300,standard,,Name,jenkins-master-test,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-03e344787bcdbfa61,2021-12-03T00:15:21.532Z,completed,vol-09e4daf04f0a4cd7a,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,Name,jenkins-master-test,MaintainedBY,DevOps,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-02637b4caea0702fa,2021-12-02T00:12:31.764Z,completed,vol-09e4daf04f0a4cd7a,30,standard,,MaintainedBY,DevOps,Name,jenkins-master-test,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0ba52193998a826af,2021-12-01T00:24:52.249Z,completed,vol-09e4daf04f0a4cd7a,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,CreatedBy,terraform,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0545965a9410c8508,2022-01-22T00:23:50.331Z,completed,vol-0d7896fdc2a37efa1,30,standard,,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,jenkins-master-test
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-03bc526bd9f98efd3,2022-01-21T00:23:29.409Z,completed,vol-0d7896fdc2a37efa1,30,standard,,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,jenkins-master-test
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a94bdd1594e0a3b3,2022-01-20T00:17:04.551Z,completed,vol-0d7896fdc2a37efa1,30,standard,,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Name,jenkins-master-test,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst
created by script,false,086685601027,100%,snap-065bf28d3fe8b3f95,2022-01-14T13:54:51.693Z,completed,vol-07bb9369f8d9fc394,300,standard,,Name,jenkins-master-test,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-0680efb2c62ca04ff,2022-01-14T13:12:29.374Z,completed,vol-0fc0a20f6e18d363f,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-01c9478b31a443d84,2022-01-12T15:15:00.417Z,completed,vol-07bb9369f8d9fc394,300,standard,,,,,,,,,,,,,,,,,,,
created by script,false,086685601027,100%,snap-026c36fa15c2925c7,2022-01-12T07:14:21.600Z,completed,vol-070483677ba10c81c,300,standard,,Name,jenkins-master-test,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-008164d46b7a502eb,2022-01-07T00:14:54.482Z,completed,vol-0427141cbd343368f,30,standard,,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,Name,jenkins-master-test,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-045724d4cdac017ea,2022-01-06T00:18:06.901Z,completed,vol-0427141cbd343368f,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,Name,jenkins-master-test,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0f256c62f664de021,2022-01-04T00:17:40.151Z,completed,vol-0427141cbd343368f,30,standard,,Snapshot,true,Name,jenkins-master-test,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,MaintainedBY,DevOps
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a5fca12c0a0beaee,2022-01-03T00:19:57.073Z,completed,vol-0427141cbd343368f,30,standard,,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,jenkins-master-test,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-086182dd2267ba37b,2021-12-31T00:17:18.981Z,completed,vol-0427141cbd343368f,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,MaintainedBY,DevOps,Snapshot,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,jenkins-master-test,CreatedBy,terraform,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a51ed8f666c1d2ff,2021-12-27T00:13:04.424Z,completed,vol-0427141cbd343368f,30,standard,,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,MaintainedBY,DevOps,Name,jenkins-master-test,Snapshot,true,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-02f6bf268f42b3b79,2021-12-25T00:18:00.089Z,completed,vol-0427141cbd343368f,30,standard,,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,Name,jenkins-master-test,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps
created by script,false,086685601027,100%,snap-095c2d7a838e10349,2021-12-23T12:53:48.779Z,completed,vol-0fc0a20f6e18d363f,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-098d94a01e802839b,2021-12-18T00:11:02.186Z,completed,vol-04762d9671a12581c,30,standard,,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,MaintainedBY,DevOps,SnapshotCreator,DLM,Name,jenkins-master-test,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true
,false,086685601027,100%,snap-0ca94dd730064d225,2021-12-16T09:47:57.710Z,completed,vol-094a9bfebd18559ea,8,standard,,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,node-exporter,spotinst:accountId,act-bf1b8e33,MaintainedBY,DevOps,Snapshot,true,spotinst:aws:ec2:group:id,sig-cfe90f70,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0d132884f1b465204,2021-12-16T00:23:48.643Z,completed,vol-04762d9671a12581c,30,standard,,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Name,jenkins-master-test,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
created by script,false,086685601027,100%,snap-09ae366aba0d3e046,2021-12-15T14:52:06.837Z,completed,vol-0fc0a20f6e18d363f,8,standard,,Name,sonarqube,,,,,,,,,,,,,,,,
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-03209bdb6225d4543,2021-12-14T00:19:28.011Z,completed,vol-03c8e56134a471e8f,30,standard,,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00247d22bd3ec71a5,2021-12-13T00:18:31.181Z,completed,vol-03c8e56134a471e8f,30,standard,,MaintainedBY,DevOps,SnapshotCreator,DLM,CreatedBy,terraform,Name,sonarqube,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst
